,home_player,home_RBI,away_team,games_played,home_AB,home_BB,home_K
4312,,,SDP,1,,,
4313,,,SDP,1,,,
4314,,,SDP,1,,,
4315,,,SDP,1,,,
4316,James Wood,1.0,BAL,1,3.0,1.0,1.0
4317,Nathaniel Lowe,0.0,BAL,1,4.0,0.0,0.0
4318,Luis Garcia Jr.,1.0,BAL,1,3.0,0.0,0.0
4319,Keibert Ruiz,0.0,BAL,1,4.0,0.0,0.0
4320,Josh Bell,2.0,BAL,1,3.0,0.0,0.0
4321,Dylan Crews,0.0,BAL,1,3.0,0.0,0.0
4322,Jose Tena,0.0,BAL,1,3.0,0.0,0.0
4323,Jacob Young,0.0,BAL,1,3.0,0.0,0.0
4324,Nasim Nunez,0.0,BAL,1,2.0,0.0,0.0
4325,Alex Call,0.0,BAL,1,1.0,0.0,0.0
4326,Trey Lipscomb,0.0,BAL,1,0.0,0.0,0.0
4327,,4.0,BAL,1,29.0,1.0,1.0
4328,Jarren Duran,0.0,SEA,1,5.0,0.0,1.0
4329,Rafael Devers,1.0,SEA,1,3.0,1.0,2.0
4330,Alex Bregman,0.0,SEA,1,4.0,0.0,1.0
4331,Wilyer Abreu,0.0,SEA,1,4.0,0.0,1.0
4332,Trevor Story,0.0,SEA,1,3.0,1.0,2.0
4333,Triston Casas,3.0,SEA,1,3.0,1.0,1.0
4334,Romy Gonzalez,1.0,SEA,1,4.0,0.0,0.0
4335,Blake Sabol,0.0,SEA,1,3.0,0.0,1.0
4336,Rob Refsnyder,0.0,SEA,1,1.0,0.0,1.0
4337,Ceddanne Rafaela,0.0,SEA,1,4.0,0.0,1.0
4338,,5.0,SEA,1,34.0,3.0,11.0
4339,Ian Happ,0.0,LAD,1,5.0,0.0,1.0
4340,Kyle Tucker,0.0,LAD,1,2.0,2.0,1.0
4341,Justin Turner,0.0,LAD,1,3.0,1.0,1.0
4342,Vidal Brujan,0.0,LAD,1,0.0,0.0,0.0
4343,Michael Busch,0.0,LAD,1,2.0,2.0,0.0
4344,Dansby Swanson,2.0,LAD,1,4.0,0.0,1.0
4345,Nico Hoerner,1.0,LAD,1,2.0,1.0,0.0
4346,Pete Crow-Armstrong,4.0,LAD,1,4.0,0.0,0.0
4347,Carson Kelly,0.0,LAD,1,3.0,1.0,0.0
4348,Carson Kelly,0.0,ATH,1,3.0,1.0,0.0
4349,Jon Berti,0.0,LAD,1,4.0,0.0,4.0
4350,,7.0,LAD,1,29.0,7.0,8.0
4351,Edouard Julien,0.0,CHW,1,4.0,1.0,2.0
4352,Byron Buxton,2.0,CHW,1,5.0,0.0,3.0
4353,Luke Keaschall,0.0,CHW,1,3.0,1.0,0.0
4354,Trevor Larnach,2.0,CHW,1,3.0,1.0,0.0
4355,DaShawn Keirsey Jr.,0.0,CHW,1,0.0,0.0,0.0
4356,Carlos Correa,0.0,CHW,1,5.0,0.0,0.0
4357,Ty France,1.0,CHW,1,3.0,2.0,1.0
4358,Ryan Jeffers,0.0,CHW,1,5.0,0.0,0.0
4359,Brooks Lee,1.0,CHW,1,4.0,0.0,0.0
4360,Harrison Bader,0.0,CHW,1,2.0,1.0,1.0
4361,,6.0,CHW,1,34.0,6.0,7.0
4362,,,CHW,1,,,
4363,,,CHW,1,,,
4364,Jose Altuve,0.0,TOR,1,5.0,0.0,1.0
4365,Brendan Rodgers,0.0,TOR,1,0.0,0.0,0.0
4366,Yordan Alvarez,1.0,TOR,1,2.0,1.0,0.0
4367,Isaac Paredes,0.0,TOR,1,4.0,0.0,0.0
4368,Jeremy Pena,0.0,TOR,1,4.0,0.0,1.0
4369,Christian Walker,1.0,TOR,1,4.0,0.0,1.0
4370,Yandy Diaz,0.0,TOR,1,4.0,0.0,0.0
4371,Zach Dezenzo,1.0,TOR,1,4.0,0.0,1.0
4372,Mauricio Dubon,0.0,TOR,1,4.0,0.0,0.0
4373,Chas McCormick,0.0,TOR,1,2.0,0.0,0.0
4374,Victor Caratini,0.0,TOR,1,1.0,0.0,1.0
4375,Jake Meyers,0.0,TOR,1,1.0,0.0,1.0
4376,,3.0,TOR,1,35.0,1.0,6.0
4377,Jorge Soler,0.0,PIT,1,4.0,0.0,1.0
4378,Zach Neto,0.0,PIT,1,4.0,0.0,2.0
4379,Mike Trout,0.0,PIT,1,4.0,0.0,3.0
4380,Taylor Ward,0.0,PIT,1,3.0,0.0,1.0
4381,Travis d'Arnaud,0.0,PIT,1,3.0,0.0,2.0
4382,Nolan Schanuel,0.0,PIT,1,3.0,0.0,1.0
4383,Luis Rengifo,0.0,PIT,1,3.0,0.0,0.0
4384,Kyren Paris,0.0,PIT,1,3.0,0.0,1.0
4385,Jo Adell,0.0,PIT,1,3.0,0.0,1.0
4386,,0.0,PIT,1,30.0,0.0,12.0
4387,,,PIT,1,,,
4388,Corbin Carroll,3.0,TBR,1,5.0,1.0,0.0
4389,Geraldo Perdomo,0.0,TBR,1,6.0,0.0,1.0
4390,Pavin Smith,0.0,TBR,1,2.0,2.0,1.0
4391,Randal Grichuk,0.0,TBR,1,1.0,0.0,0.0
4392,Jorge Barrosa,0.0,TBR,1,0.0,0.0,0.0
4393,Josh Naylor,0.0,TBR,1,4.0,1.0,1.0
4394,Lourdes Gurriel Jr.,0.0,TBR,1,5.0,0.0,0.0
4395,Eugenio Suarez,0.0,TBR,1,5.0,0.0,1.0
4396,Alek Thomas,0.0,TBR,1,5.0,0.0,0.0
4397,Tim Tawa,1.0,TBR,1,3.0,2.0,1.0
4398,Jose Herrera,1.0,TBR,1,2.0,1.0,0.0
4399,Gabriel Moreno,0.0,TBR,1,2.0,0.0,0.0
4400,,5.0,TBR,1,40.0,7.0,5.0
4401,,,TBR,1,,,
4402,Mike Yastrzemski,0.0,MIL,1,4.0,0.0,0.0
4403,Willy Adames,0.0,MIL,1,4.0,0.0,1.0
4404,Jung Hoo Lee,0.0,MIL,1,4.0,0.0,0.0
4405,Matt Chapman,0.0,STL,1,2.0,2.0,1.0
4406,Wilmer Flores,2.0,MIL,1,4.0,0.0,1.0
4407,Heliot Ramos,0.0,MIL,1,4.0,0.0,1.0
4408,LaMonte Wade Jr.,1.0,MIL,1,3.0,1.0,0.0
4409,Patrick Bailey,0.0,MIL,1,4.0,0.0,3.0
4410,Christian Koss,0.0,MIL,1,3.0,0.0,0.0
4411,,3.0,MIL,1,32.0,3.0,7.0
4412,,,MIL,1,,,
4413,,,MIL,1,,,
4414,Lawrence Butler,1.0,TEX,1,5.0,0.0,1.0
4415,Brent Rooker,0.0,TEX,1,4.0,0.0,2.0
4416,Tyler Soderstrom,0.0,TEX,1,3.0,1.0,1.0
4417,Seth Brown,0.0,SFG,1,0.0,0.0,0.0
4418,Shea Langeliers,1.0,TEX,1,4.0,0.0,0.0
4419,JJ Bleday,0.0,TEX,1,3.0,1.0,1.0
4420,Jacob Wilson,1.0,TEX,1,3.0,1.0,0.0
4421,Nick Kurtz,1.0,TEX,1,4.0,0.0,1.0
4422,Gio Urshela,1.0,TEX,1,3.0,1.0,0.0
4423,Luis Urias,0.0,TEX,1,4.0,0.0,1.0
4424,,5.0,TEX,1,33.0,4.0,7.0
4425,,,TEX,1,,,
4426,,,TEX,1,,,
4427,Edouard Julien,0.0,CHW,1,3.0,0.0,1.0
4428,Jonah Bride,0.0,CHW,1,1.0,0.0,0.0
4429,Byron Buxton,0.0,CHW,1,2.0,1.0,2.0
4430,Luke Keaschall,0.0,CHW,1,2.0,1.0,0.0
4431,Trevor Larnach,0.0,CHW,1,3.0,0.0,3.0
4432,Carlos Correa,0.0,CHW,1,3.0,0.0,1.0
4433,Ty France,0.0,CHW,1,3.0,0.0,2.0
4434,Brooks Lee,0.0,CHW,1,3.0,0.0,0.0
4435,DaShawn Keirsey Jr.,0.0,CHW,1,2.0,0.0,0.0
4436,Harrison Bader,0.0,CHW,1,1.0,0.0,1.0
4437,Christian Vazquez,0.0,CHW,1,3.0,0.0,0.0
4438,,0.0,CHW,1,26.0,2.0,10.0
4439,Jarren Duran,0.0,SEA,1,4.0,0.0,1.0
4440,Rafael Devers,0.0,SEA,1,4.0,0.0,2.0
4441,Alex Bregman,2.0,SEA,1,3.0,1.0,0.0
4442,Wilyer Abreu,0.0,SEA,1,4.0,0.0,1.0
4443,Trevor Story,0.0,SEA,1,4.0,0.0,2.0
4444,Triston Casas,0.0,SEA,1,2.0,1.0,0.0
4445,Romy Gonzalez,0.0,SEA,1,0.0,0.0,0.0
4446,Kristian Campbell,0.0,SEA,1,4.0,0.0,4.0
4447,David Hamilton,0.0,SEA,1,3.0,0.0,0.0
4448,Carlos Narvaez,1.0,SEA,1,3.0,0.0,2.0
4449,,3.0,SEA,1,31.0,2.0,12.0
4450,,,SEA,1,,,
4451,,,SEA,1,,,
4452,Maikel Garcia,0.0,COL,1,5.0,0.0,1.0
4453,Bobby Witt Jr.,0.0,COL,1,4.0,0.0,1.0
4454,Vinnie Pasquantino,0.0,COL,1,5.0,0.0,2.0
4455,Salvador Perez,2.0,COL,1,4.0,1.0,0.0
4456,Cavan Biggio,0.0,COL,1,3.0,2.0,1.0
4457,Michael Massey,1.0,COL,1,5.0,0.0,1.0
4458,Hunter Renfroe,0.0,COL,1,3.0,1.0,0.0
4459,Tyler Tolbert,0.0,COL,1,0.0,0.0,0.0
4460,Drew Waters,1.0,COL,1,3.0,0.0,0.0
4461,Kyle Isbel,3.0,COL,1,4.0,0.0,0.0
4462,,7.0,COL,1,36.0,4.0,6.0
4463,Mike Yastrzemski,2.0,MIL,1,4.0,1.0,0.0
4464,Willy Adames,1.0,MIL,1,3.0,1.0,0.0
4465,Jung Hoo Lee,1.0,MIL,1,3.0,2.0,0.0
4466,Matt Chapman,2.0,MIL,1,5.0,0.0,2.0
4467,Heliot Ramos,0.0,MIL,1,3.0,1.0,2.0
4468,LaMonte Wade Jr.,0.0,MIL,1,3.0,1.0,0.0
4469,Tyler Fitzgerald,0.0,MIL,1,3.0,1.0,0.0
4470,Sam Huff,0.0,MIL,1,3.0,0.0,0.0
4471,Wilmer Flores,0.0,MIL,1,1.0,0.0,0.0
4472,Christian Koss,0.0,MIL,1,0.0,0.0,0.0
4473,Patrick Bailey,0.0,MIL,1,0.0,0.0,0.0
4474,Luis Matos,0.0,MIL,1,4.0,0.0,0.0
4475,,6.0,MIL,1,32.0,7.0,4.0
4476,Jonathan India,0.0,COL,1,3.0,1.0,1.0
4477,Bobby Witt Jr.,1.0,COL,1,4.0,0.0,1.0
4478,Vinnie Pasquantino,1.0,COL,1,3.0,1.0,0.0
4479,Salvador Perez,2.0,COL,1,4.0,0.0,0.0
4480,Maikel Garcia,0.0,COL,1,3.0,1.0,0.0
4481,Michael Massey,1.0,COL,1,3.0,0.0,1.0
4482,Tyler Tolbert,0.0,COL,1,0.0,0.0,0.0
4483,Mark Canha,0.0,COL,1,4.0,0.0,2.0
4484,Kyle Isbel,0.0,COL,1,0.0,0.0,0.0
4485,Drew Waters,1.0,COL,1,4.0,0.0,2.0
4486,Freddy Fermin,0.0,COL,1,3.0,1.0,1.0
4487,,6.0,COL,1,31.0,4.0,8.0
4488,CJ Abrams,0.0,BAL,1,4.0,0.0,1.0
4489,Alex Call,0.0,BAL,1,4.0,0.0,0.0
4490,James Wood,0.0,BAL,1,3.0,1.0,2.0
4491,Keibert Ruiz,0.0,BAL,1,4.0,0.0,0.0
4492,Nasim Nunez,0.0,BAL,1,0.0,0.0,0.0
4493,Nathaniel Lowe,0.0,BAL,1,4.0,0.0,1.0
4494,Amed Rosario,0.0,BAL,1,4.0,0.0,0.0
4495,Josh Bell,1.0,BAL,1,3.0,0.0,1.0
4496,Dylan Crews,0.0,BAL,1,3.0,0.0,1.0
4497,Luis Garcia Jr.,0.0,BAL,1,3.0,0.0,0.0
4498,,1.0,BAL,1,32.0,1.0,6.0
4499,Jorge Soler,0.0,PIT,1,4.0,0.0,2.0
4500,Zach Neto,1.0,PIT,1,4.0,0.0,1.0
4501,Mike Trout,0.0,PIT,1,4.0,0.0,0.0
4502,Taylor Ward,1.0,PIT,1,4.0,0.0,0.0
4503,Logan O'Hoppe,2.0,PIT,1,4.0,0.0,1.0
4504,Nolan Schanuel,0.0,PIT,1,3.0,0.0,1.0
4505,Luis Rengifo,0.0,PIT,1,3.0,0.0,1.0
4506,Jo Adell,0.0,PIT,1,2.0,1.0,0.0
4507,Kyren Paris,0.0,PIT,1,3.0,0.0,1.0
4508,,4.0,PIT,1,31.0,1.0,7.0
4509,,,PIT,1,,,
4510,,,PIT,1,,,
4511,Corbin Carroll,1.0,TBR,1,5.0,0.0,1.0
4512,Geraldo Perdomo,0.0,TBR,1,4.0,0.0,1.0
4513,Pavin Smith,0.0,TBR,1,3.0,1.0,1.0
4514,Josh Naylor,1.0,TBR,1,4.0,0.0,1.0
4515,Lourdes Gurriel Jr.,0.0,TBR,1,4.0,0.0,1.0
4516,Gabriel Moreno,0.0,TBR,1,3.0,1.0,0.0
4517,Eugenio Suarez,0.0,TBR,1,4.0,0.0,0.0
4518,Alek Thomas,1.0,TBR,1,4.0,0.0,1.0
4519,Tim Tawa,1.0,TBR,1,3.0,1.0,1.0
4520,,4.0,TBR,1,34.0,3.0,7.0
4521,,,TBR,1,,,
4522,,,TBR,1,,,
4523,Lawrence Butler,0.0,TEX,1,5.0,0.0,2.0
4524,Jacob Wilson,1.0,TEX,1,5.0,0.0,0.0
4525,Tyler Soderstrom,2.0,TEX,1,4.0,0.0,0.0
4526,Shea Langeliers,0.0,TEX,1,4.0,0.0,0.0
4527,JJ Bleday,0.0,TEX,1,4.0,0.0,3.0
4528,Seth Brown,0.0,SFG,1,2.0,0.0,1.0
4529,Brent Rooker,0.0,TEX,1,1.0,1.0,1.0
4530,Nick Kurtz,0.0,TEX,1,2.0,0.0,1.0
4531,Miguel Andujar,0.0,SEA,1,2.0,0.0,1.0
4532,Gio Urshela,0.0,SEA,1,3.0,0.0,0.0
4533,Max Schuemann,0.0,SEA,1,0.0,1.0,0.0
4534,Luis Urias,0.0,SEA,1,4.0,0.0,1.0
4535,,3.0,SEA,1,36.0,2.0,10.0
4536,Ian Happ,1.0,PHI,1,5.0,0.0,2.0
4537,Kyle Tucker,0.0,PHI,1,5.0,0.0,1.0
4538,Seiya Suzuki,0.0,PHI,1,5.0,0.0,1.0
4539,Michael Busch,0.0,PHI,1,3.0,2.0,2.0
4540,Dansby Swanson,0.0,PHI,1,3.0,1.0,1.0
4541,Nico Hoerner,1.0,PHI,1,4.0,0.0,0.0
4542,Pete Crow-Armstrong,1.0,PHI,1,3.0,0.0,1.0
4543,Carson Kelly,0.0,PHI,1,3.0,1.0,1.0
4544,Jon Berti,1.0,PHI,1,4.0,0.0,1.0
4545,,4.0,PHI,1,35.0,4.0,10.0
4546,,,PHI,1,,,
4547,CJ Abrams,2.0,NYM,1,5.0,0.0,0.0
4548,James Wood,1.0,NYM,1,5.0,0.0,2.0
4549,Nathaniel Lowe,0.0,NYM,1,4.0,0.0,1.0
4550,Keibert Ruiz,0.0,NYM,1,3.0,1.0,1.0
4551,Luis Garcia Jr.,0.0,NYM,1,3.0,1.0,0.0
4552,Josh Bell,0.0,NYM,1,4.0,0.0,2.0
4553,Dylan Crews,0.0,NYM,1,4.0,0.0,1.0
4554,Jose Tena,2.0,NYM,1,4.0,0.0,0.0
4555,Jacob Young,0.0,LAA,1,3.0,0.0,0.0
4556,,5.0,LAA,1,35.0,2.0,7.0
4557,Trent Grisham,0.0,TOR,1,5.0,0.0,2.0
4558,Aaron Judge,0.0,TOR,1,4.0,1.0,2.0
4559,Ben Rice,0.0,TOR,1,5.0,0.0,1.0
4560,Paul Goldschmidt,0.0,TOR,1,5.0,0.0,0.0
4561,Cody Bellinger,0.0,TOR,1,3.0,1.0,1.0
4562,Jazz Chisholm Jr.,0.0,TOR,1,2.0,2.0,0.0
4563,Anthony Volpe,0.0,TOR,1,3.0,0.0,0.0
4564,Austin Wells,1.0,TOR,1,3.0,0.0,0.0
4565,Oswaldo Cabrera,1.0,TOR,1,4.0,0.0,0.0
4566,,2.0,TOR,1,34.0,4.0,6.0
4567,,,TOR,1,,,
4568,,,TOR,1,,,
4569,Edouard Julien,1.0,LAA,1,1.0,4.0,1.0
4570,Byron Buxton,3.0,LAA,1,3.0,0.0,1.0
4571,DaShawn Keirsey Jr.,0.0,LAA,1,1.0,0.0,1.0
4572,Luke Keaschall,0.0,LAA,1,0.0,0.0,0.0
4573,Mickey Gasper,2.0,LAA,1,3.0,0.0,0.0
4574,Trevor Larnach,4.0,LAA,1,4.0,1.0,1.0
4575,Carlos Correa,1.0,LAA,1,2.0,1.0,0.0
4576,Jonah Bride,0.0,LAA,1,0.0,0.0,0.0
4577,Ryan Jeffers,0.0,LAA,1,4.0,0.0,0.0
4578,Ty France,0.0,LAA,1,3.0,1.0,1.0
4579,Brooks Lee,0.0,LAA,1,4.0,0.0,0.0
4580,Harrison Bader,0.0,LAA,1,3.0,1.0,1.0
4581,,11.0,LAA,1,28.0,8.0,6.0
4582,Jonathan India,0.0,HOU,1,4.0,0.0,2.0
4583,Bobby Witt Jr.,0.0,HOU,1,4.0,0.0,0.0
4584,Vinnie Pasquantino,0.0,HOU,1,4.0,0.0,0.0
4585,Maikel Garcia,0.0,HOU,1,4.0,0.0,0.0
4586,Michael Massey,0.0,HOU,1,2.0,0.0,0.0
4587,Hunter Renfroe,1.0,HOU,1,2.0,0.0,0.0
4588,Drew Waters,0.0,HOU,1,3.0,0.0,0.0
4589,Freddy Fermin,0.0,HOU,1,2.0,0.0,1.0
4590,Kyle Isbel,1.0,HOU,1,2.0,0.0,0.0
4591,,2.0,HOU,1,27.0,0.0,3.0
4592,Lars Nootbaar,1.0,MIL,1,3.0,1.0,0.0
4593,Willson Contreras,0.0,MIL,1,4.0,0.0,1.0
4594,Brendan Donovan,1.0,MIL,1,3.0,1.0,0.0
4595,Nolan Arenado,0.0,STL,1,4.0,0.0,0.0
4596,Nolan Gorman,1.0,MIL,1,3.0,0.0,1.0
4597,Jordan Walker,0.0,MIL,1,3.0,0.0,0.0
4598,Pedro Pages,0.0,MIL,1,3.0,0.0,0.0
4599,Victor Scott II,0.0,MIL,1,3.0,0.0,0.0
4600,Masyn Winn,0.0,MIL,1,3.0,0.0,2.0
4601,,3.0,MIL,1,29.0,2.0,4.0
4602,,,MIL,1,,,
4603,,,MIL,1,,,
4604,,,MIL,1,,,
4605,Jordan Beck,2.0,CIN,1,3.0,2.0,1.0
4606,Sean Bouchard,0.0,CIN,1,3.0,0.0,0.0
4607,Owen Miller,0.0,CIN,1,2.0,0.0,0.0
4608,Ryan McMahon,0.0,CIN,1,5.0,0.0,1.0
4609,Hunter Goodman,0.0,CIN,1,3.0,2.0,0.0
4610,Jacob Stallings,0.0,CIN,1,4.0,1.0,2.0
4611,Mickey Moniak,0.0,CIN,1,4.0,1.0,1.0
4612,Michael Toglia,3.0,CIN,1,5.0,0.0,1.0
4613,Adael Amador,1.0,CIN,1,1.0,1.0,1.0
4614,Brenton Doyle,1.0,CIN,1,1.0,0.0,0.0
4615,Aaron Schunk,0.0,CIN,1,3.0,0.0,0.0
4616,Kyle Farmer,0.0,CIN,1,1.0,0.0,0.0
4617,,7.0,CIN,1,35.0,7.0,7.0
4618,Geraldo Perdomo,0.0,ATL,1,3.0,1.0,0.0
4619,Garrett Hampson,0.0,ATL,1,1.0,0.0,0.0
4620,Corbin Carroll,0.0,ATL,1,5.0,0.0,2.0
4621,Randal Grichuk,0.0,ATL,1,4.0,1.0,2.0
4622,Lourdes Gurriel Jr.,0.0,ATL,1,4.0,0.0,0.0
4623,Josh Naylor,0.0,ATL,1,4.0,0.0,2.0
4624,Eugenio Suarez,0.0,ATL,1,2.0,2.0,0.0
4625,Gabriel Moreno,1.0,ATL,1,4.0,0.0,1.0
4626,Tim Tawa,0.0,ATL,1,3.0,1.0,0.0
4627,Jorge Barrosa,1.0,ATL,1,4.0,0.0,1.0
4628,,2.0,ATL,1,34.0,5.0,8.0
4629,Julio Rodriguez,0.0,MIA,1,3.0,1.0,0.0
4630,Jorge Polanco,3.0,NYM,1,4.0,0.0,1.0
4631,Cal Raleigh,0.0,MIA,1,4.0,0.0,1.0
4632,Luke Raley,0.0,MIA,1,4.0,0.0,1.0
4633,Rowdy Tellez,0.0,MIA,1,3.0,1.0,1.0
4634,Dylan Moore,1.0,MIA,1,4.0,0.0,1.0
4635,Miles Mastrobuoni,0.0,MIA,1,4.0,0.0,0.0
4636,Ben Williamson,0.0,MIA,1,4.0,0.0,0.0
4637,J.P. Crawford,0.0,MIA,1,3.0,0.0,1.0
4638,,4.0,MIA,1,33.0,2.0,6.0
4639,,,MIA,1,,,
4640,,,MIA,1,,,
4641,Fernando Tatis Jr.,0.0,TBR,1,4.0,0.0,0.0
4642,Xander Bogaerts,0.0,TBR,1,3.0,1.0,2.0
4643,Manny Machado,0.0,TBR,1,4.0,0.0,1.0
4644,Gavin Sheets,0.0,TBR,1,4.0,0.0,2.0
4645,Mason McCoy,0.0,TBR,1,0.0,0.0,0.0
4646,Oscar Gonzalez,0.0,TBR,1,4.0,0.0,2.0
4647,Jose Iglesias,0.0,TBR,1,2.0,0.0,0.0
4648,Tirso Ornelas,0.0,TBR,1,3.0,0.0,0.0
4649,Elias Diaz,0.0,TBR,1,3.0,0.0,1.0
4650,Tyler Wade,0.0,TBR,1,3.0,0.0,1.0
4651,,0.0,TBR,1,30.0,1.0,9.0
4652,Lawrence Butler,0.0,CHW,1,5.0,0.0,4.0
4653,Brent Rooker,1.0,CHW,1,4.0,0.0,0.0
4654,Tyler Soderstrom,1.0,CHW,1,4.0,0.0,0.0
4655,Shea Langeliers,0.0,CHW,1,4.0,0.0,2.0
4656,JJ Bleday,0.0,CHW,1,3.0,1.0,0.0
4657,Jacob Wilson,2.0,CHW,1,4.0,0.0,1.0
4658,Nick Kurtz,1.0,CHW,1,3.0,0.0,2.0
4659,Seth Brown,0.0,CHW,1,0.0,0.0,0.0
4660,Gio Urshela,0.0,CHW,1,4.0,0.0,0.0
4661,Luis Urias,0.0,CHW,1,2.0,1.0,0.0
4662,Max Schuemann,0.0,CHW,1,1.0,0.0,0.0
4663,,5.0,CHW,1,34.0,2.0,9.0
4664,Shohei Ohtani,0.0,PIT,1,4.0,0.0,1.0
4665,Mookie Betts,0.0,PIT,1,4.0,0.0,0.0
4666,Freddie Freeman,0.0,PIT,1,4.0,0.0,1.0
4667,Teoscar Hernandez,0.0,PIT,1,4.0,0.0,0.0
4668,Tommy Edman,0.0,PIT,1,3.0,1.0,3.0
4669,Will Smith,0.0,PIT,1,4.0,0.0,2.0
4670,Michael Conforto,0.0,PIT,1,4.0,0.0,3.0
4671,Max Muncy,0.0,PIT,1,3.0,0.0,1.0
4672,Max Muncy,0.0,PIT,1,3.0,0.0,1.0
4673,Andy Pages,0.0,PIT,1,3.0,0.0,0.0
4674,,0.0,PIT,1,33.0,1.0,11.0
4675,,,PIT,1,,,
4676,Mike Yastrzemski,0.0,TEX,1,4.0,0.0,2.0
4677,Willy Adames,0.0,TEX,1,4.0,0.0,2.0
4678,Jung Hoo Lee,0.0,TEX,1,4.0,0.0,3.0
4679,Matt Chapman,0.0,TEX,1,4.0,0.0,2.0
4680,Wilmer Flores,0.0,TEX,1,4.0,0.0,2.0
4681,Heliot Ramos,0.0,SFG,1,2.0,1.0,1.0
4682,LaMonte Wade Jr.,0.0,TEX,1,3.0,0.0,0.0
4683,Patrick Bailey,0.0,SEA,1,3.0,0.0,1.0
4684,Tyler Fitzgerald,0.0,TEX,1,3.0,0.0,0.0
4685,,0.0,TEX,1,31.0,1.0,13.0
4686,,,TEX,1,,,
4687,Kerry Carpenter,0.0,BAL,1,4.0,1.0,2.0
4688,Gleyber Torres,1.0,BAL,1,4.0,0.0,0.0
4689,Zach McKinstry,0.0,BAL,1,2.0,2.0,1.0
4690,Riley Greene,0.0,BAL,1,4.0,0.0,2.0
4691,Spencer Torkelson,1.0,BAL,1,4.0,0.0,1.0
4692,Jung Hoo Lee,1.0,BAL,1,2.0,1.0,1.0
4693,Andy Ibanez,0.0,BAL,1,1.0,0.0,0.0
4694,Dillon Dingler,0.0,BAL,1,4.0,0.0,2.0
4695,Trey Sweeney,0.0,BAL,1,2.0,2.0,1.0
4696,Javier Baez,1.0,BAL,1,4.0,0.0,1.0
4697,,4.0,BAL,1,31.0,6.0,11.0
4698,,,BAL,1,,,
4699,,,BAL,1,,,
4700,Steven Kwan,1.0,BOS,1,4.0,0.0,0.0
4701,Nolan Jones,0.0,BOS,1,4.0,0.0,3.0
4702,Jose Ramirez,1.0,BOS,1,4.0,0.0,0.0
4703,Kyle Manzardo,0.0,BOS,1,4.0,0.0,2.0
4704,Carlos Santana,1.0,BOS,1,1.0,1.0,1.0
4705,Gabriel Arias,1.0,BOS,1,4.0,0.0,2.0
4706,Daniel Schneemann,1.0,BOS,1,2.0,0.0,0.0
4707,Will Wilson,0.0,BOS,1,1.0,0.0,1.0
4708,Angel Martinez,0.0,BOS,1,4.0,0.0,0.0
4709,Austin Hedges,0.0,BOS,1,3.0,0.0,2.0
4710,,5.0,BOS,1,31.0,1.0,11.0
4711,Ryan Jeffers,0.0,LAA,1,3.0,2.0,1.0
4712,Byron Buxton,0.0,LAA,1,5.0,0.0,2.0
4713,Carlos Correa,2.0,LAA,1,5.0,0.0,2.0
4714,Ty France,1.0,LAA,1,5.0,0.0,0.0
4715,Trevor Larnach,0.0,LAA,1,5.0,0.0,1.0
4716,DaShawn Keirsey Jr.,0.0,LAA,1,0.0,0.0,0.0
4717,Jonah Bride,1.0,LAA,1,4.0,1.0,1.0
4718,Brooks Lee,1.0,LAA,1,4.0,0.0,0.0
4719,Harrison Bader,0.0,LAA,1,3.0,1.0,0.0
4720,Christian Vazquez,0.0,LAA,1,3.0,1.0,1.0
4721,,5.0,LAA,1,37.0,5.0,8.0
4722,Lars Nootbaar,2.0,MIL,1,4.0,1.0,1.0
4723,Willson Contreras,0.0,MIL,1,5.0,0.0,0.0
4724,Brendan Donovan,1.0,MIL,1,5.0,0.0,0.0
4725,Nolan Arenado,1.0,STL,1,4.0,1.0,0.0
4726,Nolan Gorman,0.0,MIL,1,3.0,1.0,2.0
4727,Thomas Saggese,0.0,MIL,1,3.0,1.0,1.0
4728,Pedro Pages,1.0,MIL,1,3.0,0.0,0.0
4729,Victor Scott II,0.0,MIL,1,4.0,0.0,1.0
4730,Masyn Winn,0.0,MIL,1,4.0,0.0,1.0
4731,,5.0,MIL,1,35.0,4.0,6.0
4732,,,MIL,1,,,
4733,,,MIL,1,,,
4734,,,MIL,1,,,
4735,Brenton Doyle,0.0,CIN,1,5.0,0.0,4.0
4736,Jordan Beck,0.0,CIN,1,4.0,0.0,2.0
4737,Ryan McMahon,0.0,CIN,1,4.0,0.0,0.0
4738,Hunter Goodman,0.0,CIN,1,4.0,0.0,0.0
4739,Michael Toglia,2.0,CIN,1,4.0,0.0,2.0
4740,Kyle Farmer,0.0,CIN,1,4.0,0.0,2.0
4741,Mickey Moniak,0.0,CIN,1,4.0,0.0,2.0
4742,Nick Martini,0.0,CIN,1,3.0,1.0,0.0
4743,Adael Amador,2.0,CIN,1,4.0,0.0,1.0
4744,,4.0,CIN,1,36.0,1.0,13.0
4745,,,CIN,1,,,
4746,Ian Happ,0.0,PHI,1,2.0,3.0,1.0
4747,Seiya Suzuki,3.0,PHI,1,4.0,0.0,0.0
4748,Nicky Lopez,0.0,PHI,1,1.0,0.0,0.0
4749,Kyle Tucker,0.0,PHI,1,3.0,1.0,2.0
4750,Vidal Brujan,0.0,PHI,1,1.0,0.0,0.0
4751,Justin Turner,1.0,PHI,1,4.0,0.0,1.0
4752,Dansby Swanson,0.0,PHI,1,5.0,0.0,2.0
4753,Nico Hoerner,0.0,PHI,1,4.0,0.0,0.0
